Date,Well_ID,GL_Type,Choke_1_64in,THP_bar,THT_C,Pres_DS_Choke_bar,Temp_DS_Choke_C,CHP_bar,CHT_C,TAP_bar,BCP_bar,Bottom_Press_bar,Bottom_Temp_C,Water_pct,Emulsion_pct,Sand_pct,BSW_pct,H2S_ppm
2000-07-03 04:00:00,Well_278,Short String GL,20.0,18.0,,7.5,26.0,82.5,,35.9,7.9,,,28.0,0.0,0.01,28.01,0.0
2000-07-03 06:00:00,Well_278,Short String GL,20.0,24.5,,7.5,26.0,82.5,,35.9,7.9,,,22.0,0.0,0.01,22.01,0.0
2000-07-03 08:00:00,Well_278,Short String GL,20.0,19.0,,7.5,26.0,82.5,,35.9,7.9,,,24.0,0.0,0.01,24.01,0.0
2000-07-03 10:00:00,Well_278,Short String GL,20.0,20.0,,7.5,26.0,82.5,,35.9,7.9,,,27.0,0.0,0.01,27.01,0.0
2000-07-03 12:00:00,Well_278,Short String GL,20.0,22.0,,7.5,26.0,82.5,,35.9,7.9,,,21.0,0.0,0.01,21.01,0.0
2000-07-03 14:00:00,Well_278,Short String GL,20.0,26.0,,7.5,26.0,82.5,,35.9,7.9,,,15.0,0.0,0.05,15.05,0.0
2000-07-03 16:00:00,Well_278,Short String GL,20.0,19.0,,7.5,26.0,82.5,,35.9,7.9,,,21.0,0.0,0.05,21.05,0.0
2000-07-03 18:00:00,Well_278,Short String GL,20.0,25.0,,7.5,26.0,82.5,,35.9,7.9,,,23.0,0.0,0.01,23.01,0.0
2000-07-03 20:00:00,Well_278,Short String GL,20.0,24.0,,7.5,26.0,82.5,,35.9,7.9,,,18.0,0.0,0.01,18.01,0.0
2000-07-03 22:00:00,Well_278,Short String GL,20.0,22.0,,7.5,26.0,82.5,,35.9,7.9,,,16.0,0.0,0.01,16.01,0.0
2000-07-04 00:00:00,Well_278,Short String GL,20.0,20.5,,7.5,26.0,82.5,,35.9,7.9,,,24.0,0.0,0.02,24.02,0.0
2000-07-04 02:00:00,Well_278,Short String GL,20.0,22.5,,7.5,26.0,82.5,,35.9,7.9,,,25.0,0.0,0.01,25.01,0.0
2000-07-04 04:00:00,Well_278,Short String GL,20.0,18.0,,7.5,26.0,82.5,,35.9,7.9,,,28.0,0.0,0.02,28.02,0.0
2000-07-04 06:00:00,Well_278,Short String GL,20.0,21.5,,7.5,26.0,82.5,,35.9,7.9,,,19.0,0.0,0.01,19.01,0.0
